"","RETAILER","VOLUME","DISP","PRICE"
"4143","BOSTON - SHAWS",1923,0,2.456058
"4144","BOSTON - STAR MARKET",683,0,3.14202
"4145","BOSTON - STOP & SHOP",2229,0,2.564379
"4146","SAN FRANCISCO - LUCKY",8271,0.089666667,2.943659
"4147","TAMPA/ST. PETE - KASH N KARRY",3941,0,3.000254
"4148","TAMPA/ST. PETE - PUBLIX",4443,0.051,2.940131
"4149","TAMPA/ST. PETE - WINN DIXIE",5748,0.014727651,2.544189
"4150","DENVER - KING SOOPERS INC",8150,0.087,2.737178
"4151","PHILADELPHIA - ACME MARKET",3635,0.033,3.448143
"4152","ATLANTA - KROGER CO",6124,0.049021951,2.422273
"4153","ATLANTA - WINN DIXIE",2977,0,2.677192
"4154","CINCINNATI - KROGER CO",8104,0.062,2.616486
"4155","INDIANAPOLIS - KROGER CO",4812,0.058504531,2.419368
"4156","OKLAHOMA CITY - HOMELAND",2189,0.29707109,2.447693
"4157","SACRAMENTO - RALEYS",1271,0.0825,3.824548
"4158","SAN DIEGO - LUCKY",3811,0.2575,3.623983
"4159","SAN DIEGO - RALPHS",1916,0.185,2.652923
"4160","SALT LAKE CITY - SMITHS FOOD",1743,0.396,2.653471
"4161","PHOENIX - SAFEWAY",1236,0,3.052589
"4162","PHOENIX - FRY'S FOOD STORE",5853,0,2.65334
"4163","PHOENIX - SMITHS FOOD",2095,0.309,2.684964
"4164","MIAMI - PUBLIX",10117,0.05358086,2.650193
"4165","MIAMI - WINN DIXIE",8557,0,2.500292
"4166","NASHVILLE - KROGER CO",4155,0.067,2.253189
"4167","RALEIGH/GREENSBORO - WINN DIXIE",3082,0.033385116,2.361778
"4168","RALEIGH/GREENSBORO - FOOD LION",5856,0.053327001,2.253415
"4169","ALBANY,NY - PRICE CHOPPER",616,0,2.824675
"4170","BALTI/WASH - GIANT FOOD INC",4113,0,3.781182
"4171","BALTI/WASH - SAFEWAY",4876,0,3.986464
"4172","BALTI/WASH - SUPER FRESH",1136,0,3.634683
"4173","MILWAUKEE - KOHLS FOOD STORE",1976,0,2.961032
"4174","NEW ORLEANS - WINN DIXIE",5015,0.060321101,2.401994
"4175","BUFFALO/ROCHESTER - TOPS MARKETS",29941,0.4575,1.973348
"4176","BUFFALO/ROCHESTER - WEGMANS",10623,0.243,2.679375
"4177","CHARLOTTE - BI LO",1402,0,2.385877
"4178","CHARLOTTE - HARRIS TEETER",1791,0,2.472362
"4179","CHARLOTTE - WINN DIXIE",3099,0.14693574,2.342369
"4180","CHARLOTTE - FOOD LION",4855,0.16394813,2.253347
"4181","HARTFORD - STOP & SHOP",1975,0,3.402532
"4182","JACKSONVILLE,FL - PUBLIX",1423,0,3.128602
"4183","JACKSONVILLE,FL - WINN DIXIE",3165,0,2.887836
"4184","JACKSONVILLE,FL - FOOD LION",1310,0.542,2.253435
"4185","LOUISVILLE - KROGER CO",3084,0.020077193,2.684501
"4186","LOUISVILLE - WINN DIXIE",1919,0.1555,2.394997
"4187","RICHMOND/NORFOLK - FOOD LION",5977,0.075365049,2.279237
"4188","RICHMOND/NORFOLK - NEW FARM FRESH",2435,0.040658458,2.576591
"4189","COLUMBUS,OH - BIG BEAR",1149,0,3.54134
"4190","COLUMBUS,OH - KROGER CO",3397,0,2.386518
"4191","LITTLE ROCK - HARVEST FOODS",2212,0.017569318,2.447107
"4192","WICHITA - DILLON COMPANIES",1338,0,3.186846
"4193","SOUTH CAROLINA - BI LO",6786,0.204,2.386678
"4194","SOUTH CAROLINA - FOOD LION",4689,0,2.253572
"4195","SOUTH CAROLINA - WINN DIXIE",5623,0.59,2.373466
"4196","ORLANDO,FL - PUBLIX",4960,0.0625,2.773992
"4197","ORLANDO,FL - WINN DIXIE",4126,0.094685044,2.731459
"4198","ORLANDO,FL - FOOD LION",1132,0,2.254417
"4199","SYRACUSE - P & C FOOD MARKE",867,0.07,2.215686
"4200","SYRACUSE - PRICE CHOPPER",330,0,2.933333
"4201","SYRACUSE - WEGMANS",3356,0.464324881,2.662992
"4202","NEW ENGLAND (NORTH) - SHOP N SAVE",6466,0.103,2.106867
"4203","SAN ANT/CORPUS CHR - H E BUTT",12193,0,3.053309
"4204","BIRMINGHAM/MONTGOM - BRUNOS",9030,0.29,2.393245
"4205","BIRMINGHAM/MONTGOM - KROGER",1961,0,2.316675
"4206","BIRMINGHAM/MONTGOM - WINN DIXIE",5774,0.010625608,2.292518
"4207","HARRISBURG/SCRANTN - GIANT FOOD STO",1393,0.173,2.639627
"4208","NEW YORK (NEW) - A & P",5636,0,4.280518
"4209","NEW YORK (NEW) - PATHMARK",25968,0.1845,2.653381
"4210","NEW YORK (NEW) - WALDBAUMS",2992,0,3.320187
"4211","ROANOKE (NEW) - FOOD LION",3511,0,2.269154
"4212","ROANOKE (NEW) - KROGER CO",5304,0.01646124,2.448906
"4213","LOS ANGELES - LUCKY",15293,0.116,2.624142
"4214","LOS ANGELES - RALPHS",12447,0.279,2.38668
"4215","LOS ANGELES - VONS",17377,0,2.600334
"4216","CHICAGO - DOMINICK",14031,0,2.65341
"4217","CHICAGO - JEWEL",22556,0.023713965,2.72105
"4218","CHICAGO - OMNI",3925,0,2.699873
"4219","HOUSTON - KROGER CO",9807,0.072,2.747017
"4220","HOUSTON - RANDALLS",5469,0.046666667,2.819163
"4221","PITTSBURGH - GIANT EAGLE",4546,0.155677686,2.561593
"4222","DETROIT - FARMER JACKS",3068,0,3.394394
"4223","DETROIT - KROGER CO",2845,0,3.253076
"4224","CLEVELAND - STOP N SHOP",3814,0.036082298,2.677766
"4225","ST. LOUIS - NATIONAL SUPER",1303,0,3.37759
"4226","ST. LOUIS - SCHNUCK MARKETS",5035,0.018796834,3.31857
"4227","DALLAS/FT. WORTH - ALBERTSONS",6046,0,2.615614
"4228","DALLAS/FT. WORTH - KROGER CO",7471,0.015898477,2.415339
"4229","DALLAS/FT. WORTH - TOM THUMB",6126,0.0695,2.666667
"4230","DALLAS/FT. WORTH - WINN DIXIE",2199,0.068966977,2.373806
"4231","BOSTON - SHAWS",1985,0,2.452393
"4232","BOSTON - STAR MARKET",1427,0,2.653819
"4233","BOSTON - STOP & SHOP",2500,0,2.5192
"4234","SAN FRANCISCO - LUCKY",7950,0.069666667,2.923019
"4235","TAMPA/ST. PETE - KASH N KARRY",3768,0,3.132962
"4236","TAMPA/ST. PETE - PUBLIX",4590,0.051,2.983442
"4237","TAMPA/ST. PETE - WINN DIXIE",5778,0.014727651,2.460194
"4238","DENVER - KING SOOPERS INC",10238,0.171,2.719183
"4239","PHILADELPHIA - ACME MARKET",3321,0.039,3.439024
"4240","ATLANTA - KROGER CO",4341,0.049021951,3.274361
"4241","ATLANTA - WINN DIXIE",2391,0,2.685905
"4242","CINCINNATI - KROGER CO",8993,0.125,2.618147
"4243","INDIANAPOLIS - KROGER CO",6362,0.136563924,2.41182
"4244","OKLAHOMA CITY - HOMELAND",2669,0.138909465,2.403897
"4245","SACRAMENTO - RALEYS",3616,0.318,2.653761
"4246","SAN DIEGO - LUCKY",8291,0.194,2.567845
"4247","SAN DIEGO - RALPHS",2788,0.406,2.386298
"4248","SALT LAKE CITY - SMITHS FOOD",2001,0.114,2.652674
"4249","PHOENIX - SAFEWAY",1138,0,3.053603
"4250","PHOENIX - FRY'S FOOD STORE",3469,0.174,3.586048
"4251","PHOENIX - SMITHS FOOD",2611,0.309,3.016469
"4252","MIAMI - PUBLIX",12117,0.074626506,2.629034
"4253","MIAMI - WINN DIXIE",8321,0,2.501262
"4254","NASHVILLE - KROGER CO",4367,0.184,2.253263
"4255","RALEIGH/GREENSBORO - WINN DIXIE",2908,0.065457906,2.473177
"4256","RALEIGH/GREENSBORO - FOOD LION",4417,0.065887678,2.629839
"4257","ALBANY,NY - PRICE CHOPPER",1031,0,2.883608
"4258","BALTI/WASH - GIANT FOOD INC",3968,0,3.771169
"4259","BALTI/WASH - SAFEWAY",3599,0,3.987219
"4260","BALTI/WASH - SUPER FRESH",1287,0,3.854701
"4261","MILWAUKEE - KOHLS FOOD STORE",2154,0,2.982823
"4262","NEW ORLEANS - WINN DIXIE",5884,0.023740933,2.381373
"4263","BUFFALO/ROCHESTER - TOPS MARKETS",2662,0.1715,3.195342
"4264","BUFFALO/ROCHESTER - WEGMANS",8819,0.192333333,2.689534
"4265","CHARLOTTE - BI LO",1629,0,2.386126
"4266","CHARLOTTE - HARRIS TEETER",1760,0,2.505114
"4267","CHARLOTTE - WINN DIXIE",3580,0.177356834,2.46676
"4268","CHARLOTTE - FOOD LION",4009,0,2.542529
"4269","HARTFORD - STOP & SHOP",2060,0,3.38932
"4270","JACKSONVILLE,FL - PUBLIX",1317,0.05,3.179195
"4271","JACKSONVILLE,FL - WINN DIXIE",2783,0,2.865613
"4272","JACKSONVILLE,FL - FOOD LION",1379,0.682,2.292241
"4273","LOUISVILLE - KROGER CO",4085,0.04433334,2.447736
"4274","LOUISVILLE - WINN DIXIE",2001,0.108529412,2.36032
"4275","RICHMOND/NORFOLK - FOOD LION",4616,0.033482408,2.604419
"4276","RICHMOND/NORFOLK - NEW FARM FRESH",2443,0.037212766,2.636103
"4277","COLUMBUS,OH - BIG BEAR",1189,0,3.54836
"4278","COLUMBUS,OH - KROGER CO",3337,0,2.386575
"4279","LITTLE ROCK - HARVEST FOODS",2549,0.059681893,2.420165
"4280","WICHITA - DILLON COMPANIES",1487,0,3.221251
"4281","SOUTH CAROLINA - BI LO",8359,0.257,2.386769
"4282","SOUTH CAROLINA - FOOD LION",4054,0,2.365812
"4283","SOUTH CAROLINA - WINN DIXIE",6227,0.796,2.386542
"4284","ORLANDO,FL - PUBLIX",4604,0.1,2.835578
"4285","ORLANDO,FL - WINN DIXIE",3834,0.107406304,2.789776
"4286","ORLANDO,FL - FOOD LION",1044,0,2.318966
"4287","SYRACUSE - P & C FOOD MARKE",2317,0.14,2.200259
"4288","SYRACUSE - PRICE CHOPPER",621,0.161,2.971014
"4289","SYRACUSE - WEGMANS",2773,0.321223455,2.664623
"4290","NEW ENGLAND (NORTH) - SHOP N SAVE",5737,0.103,2.106327
"4291","SAN ANT/CORPUS CHR - H E BUTT",11651,0.032,3.053472
"4292","BIRMINGHAM/MONTGOM - BRUNOS",9148,0.398,2.399432
"4293","BIRMINGHAM/MONTGOM - KROGER",2257,0,2.256978
"4294","BIRMINGHAM/MONTGOM - WINN DIXIE",5247,0.012968584,2.299981
"4295","HARRISBURG/SCRANTN - GIANT FOOD STO",1525,0.173,2.552787
"4296","NEW YORK (NEW) - A & P",3670,0,4.4
"4297","NEW YORK (NEW) - PATHMARK",4144,0.105024315,2.653475
"4298","NEW YORK (NEW) - WALDBAUMS",1706,0,4.519343
"4299","ROANOKE (NEW) - FOOD LION",2745,0,2.621494
"4300","ROANOKE (NEW) - KROGER CO",4774,0.074238994,2.435693
"4301","LOS ANGELES - LUCKY",13092,0.1565,2.628934
"4302","LOS ANGELES - RALPHS",7355,0.2,2.386676
"4303","LOS ANGELES - VONS",6090,0.0715,2.688342
"4304","CHICAGO - DOMINICK",5890,0,2.653311
"4305","CHICAGO - JEWEL",24514,0.043647597,2.605776
"4306","CHICAGO - OMNI",2924,0,2.667237
"4307","HOUSTON - KROGER CO",8328,0.037510208,2.747839
"4308","HOUSTON - RANDALLS",5458,0.046333333,2.821363
"4309","PITTSBURGH - GIANT EAGLE",3525,0.1055,2.575035
"4310","DETROIT - FARMER JACKS",4039,0,3.060411
"4311","DETROIT - KROGER CO",2693,0,3.349424
"4312","CLEVELAND - STOP N SHOP",3675,0,2.718639
"4313","ST. LOUIS - NATIONAL SUPER",917,0,3.374046
"4314","ST. LOUIS - SCHNUCK MARKETS",4052,0.0103829,3.318608
"4315","DALLAS/FT. WORTH - ALBERTSONS",3899,0.127,3.453193
"4316","DALLAS/FT. WORTH - KROGER CO",6984,0.01736264,2.419101
"4317","DALLAS/FT. WORTH - TOM THUMB",2765,0.2225,2.666908
"4318","DALLAS/FT. WORTH - WINN DIXIE",2018,0.051254237,2.372646
"4319","BOSTON - SHAWS",1663,0,2.457607
"4320","BOSTON - STAR MARKET",494,0,3.135628
"4321","BOSTON - STOP & SHOP",2262,0,2.343501
"4322","SAN FRANCISCO - LUCKY",6913,0.030333333,2.908723
"4323","TAMPA/ST. PETE - KASH N KARRY",3212,0,3.153798
"4324","TAMPA/ST. PETE - PUBLIX",3350,0.051,3.013134
"4325","TAMPA/ST. PETE - WINN DIXIE",4544,0.014727651,2.433099
"4326","DENVER - KING SOOPERS INC",4638,0.196,2.681759
"4327","PHILADELPHIA - ACME MARKET",3246,0,3.435613
"4328","ATLANTA - KROGER CO",3299,0.050326409,3.209761
"4329","ATLANTA - WINN DIXIE",2548,0,2.693878
"4330","CINCINNATI - KROGER CO",8412,0.125,2.619353
"4331","INDIANAPOLIS - KROGER CO",5775,0.105380742,2.42961
"4332","OKLAHOMA CITY - HOMELAND",2170,0.072197531,2.389862
"4333","SACRAMENTO - RALEYS",1362,0.1685,3.582966
"4334","SAN DIEGO - LUCKY",6716,0.312942369,2.558666
"4335","SAN DIEGO - RALPHS",1395,0.185,2.623656
"4336","SALT LAKE CITY - SMITHS FOOD",898,0.124,3.051225
"4337","PHOENIX - SAFEWAY",1090,0,3.588073
"4338","PHOENIX - FRY'S FOOD STORE",2157,0.174,3.586926
"4339","PHOENIX - SMITHS FOOD",875,0.309,3.005714
"4340","MIAMI - PUBLIX",8730,0.024293785,2.569759
"4341","MIAMI - WINN DIXIE",6911,0,2.541022
"4342","NASHVILLE - KROGER CO",2786,0.183,2.926777
"4343","RALEIGH/GREENSBORO - WINN DIXIE",2542,0.04158821,2.523997
"4344","RALEIGH/GREENSBORO - FOOD LION",3502,0,2.90948
"4345","ALBANY,NY - PRICE CHOPPER",686,0,2.88484
"4346","BALTI/WASH - GIANT FOOD INC",3772,0,3.716331
"4347","BALTI/WASH - SAFEWAY",3479,0,3.986778
"4348","BALTI/WASH - SUPER FRESH",919,0,4.066376
"4349","MILWAUKEE - KOHLS FOOD STORE",1540,0,3.135065
"4350","NEW ORLEANS - WINN DIXIE",3736,0.027865772,2.380086
"4351","BUFFALO/ROCHESTER - TOPS MARKETS",1646,0,3.198056
"4352","BUFFALO/ROCHESTER - WEGMANS",1843,0.164,3.396636
"4353","CHARLOTTE - BI LO",1277,0,2.386061
"4354","CHARLOTTE - HARRIS TEETER",1628,0,2.464988
"4355","CHARLOTTE - WINN DIXIE",3466,0.195259817,2.49423
"4356","CHARLOTTE - FOOD LION",3051,0,2.814815
"4357","HARTFORD - STOP & SHOP",1915,0,3.375457
"4358","JACKSONVILLE,FL - PUBLIX",1194,0.1065,3.168342
"4359","JACKSONVILLE,FL - WINN DIXIE",2640,0,2.680682
"4360","JACKSONVILLE,FL - FOOD LION",1108,0.099737831,2.337545
"4361","LOUISVILLE - KROGER CO",3342,0.072935026,2.527828
"4362","LOUISVILLE - WINN DIXIE",1527,0.055911504,2.360838
"4363","RICHMOND/NORFOLK - FOOD LION",3147,0,2.966953
"4364","RICHMOND/NORFOLK - NEW FARM FRESH",2178,0.037212766,2.601928
"4365","COLUMBUS,OH - BIG BEAR",937,0,3.537887
"4366","COLUMBUS,OH - KROGER CO",2921,0,2.386511
"4367","LITTLE ROCK - HARVEST FOODS",1777,0.117833005,2.441193
"4368","WICHITA - DILLON COMPANIES",1013,0,3.692004
"4369","SOUTH CAROLINA - BI LO",5792,0.257,2.38674
"4370","SOUTH CAROLINA - FOOD LION",2775,0,2.500541
"4371","SOUTH CAROLINA - WINN DIXIE",4398,0.434,2.386539
"4372","ORLANDO,FL - PUBLIX",3322,0.1,2.859723
"4373","ORLANDO,FL - WINN DIXIE",3289,0.16716714,2.787169
"4374","ORLANDO,FL - FOOD LION",725,0.01462184,2.406897
"4375","SYRACUSE - P & C FOOD MARKE",1082,0.245,2.556377
"4376","SYRACUSE - PRICE CHOPPER",488,0.161,2.959016
"4377","SYRACUSE - WEGMANS",616,0.174801109,3.482143
"4378","NEW ENGLAND (NORTH) - SHOP N SAVE",4192,0,2.106632
"4379","SAN ANT/CORPUS CHR - H E BUTT",9542,0.032,3.053448
"4380","BIRMINGHAM/MONTGOM - BRUNOS",8126,0.311,2.422963
"4381","BIRMINGHAM/MONTGOM - KROGER",1788,0,2.725951
"4382","BIRMINGHAM/MONTGOM - WINN DIXIE",4869,0.014657383,2.299856
"4383","HARRISBURG/SCRANTN - GIANT FOOD STO",1219,0.173,2.557014
"4384","NEW YORK (NEW) - A & P",3354,0,4.359869
"4385","NEW YORK (NEW) - PATHMARK",3268,0.071356413,2.653611
"4386","NEW YORK (NEW) - WALDBAUMS",1385,0,4.519856
"4387","ROANOKE (NEW) - FOOD LION",1935,0,3.023256
"4388","ROANOKE (NEW) - KROGER CO",4312,0.069912951,2.432282
"4389","LOS ANGELES - LUCKY",13121,0.112,2.627696
"4390","LOS ANGELES - RALPHS",6636,0.243,2.653556
"4391","LOS ANGELES - VONS",5202,0.0355,3.596886
"4392","CHICAGO - DOMINICK",6827,0,3.112495
"4393","CHICAGO - JEWEL",11156,0.021713105,3.214593
"4394","CHICAGO - OMNI",3791,0,2.690319
"4395","HOUSTON - KROGER CO",8408,0,2.730614
"4396","HOUSTON - RANDALLS",5054,0,2.850416
"4397","PITTSBURGH - GIANT EAGLE",3736,0,2.653105
"4398","DETROIT - FARMER JACKS",11729,0.095830688,2.68045
"4399","DETROIT - KROGER CO",2961,0,3.281662
"4400","CLEVELAND - STOP N SHOP",2711,0,3.154187
"4401","ST. LOUIS - NATIONAL SUPER",9702,0.694,2.65337
"4402","ST. LOUIS - SCHNUCK MARKETS",4188,0.079,3.319962
"4403","DALLAS/FT. WORTH - ALBERTSONS",3514,0.127,3.453045
"4404","DALLAS/FT. WORTH - KROGER CO",5115,0.018021999,2.439296
"4405","DALLAS/FT. WORTH - TOM THUMB",1434,0.072053525,4.038354
"4406","DALLAS/FT. WORTH - WINN DIXIE",2271,0.017389831,2.373404
"4407","BOSTON - SHAWS",2047,0,2.453835
"4408","BOSTON - STAR MARKET",699,0,3.135908
"4409","BOSTON - STOP & SHOP",5683,0,2
"4410","SAN FRANCISCO - LUCKY",5430,0.064666667,3.698158
"4411","TAMPA/ST. PETE - KASH N KARRY",2797,0,3.180908
"4412","TAMPA/ST. PETE - PUBLIX",4411,0.051,3.018817
"4413","TAMPA/ST. PETE - WINN DIXIE",6209,0.014727651,2.511516
"4414","DENVER - KING SOOPERS INC",9887,0.204,2.674724
"4415","PHILADELPHIA - ACME MARKET",3413,0.065,2.919719
"4416","ATLANTA - KROGER CO",4437,0.046181484,2.577868
"4417","ATLANTA - WINN DIXIE",3178,0,2.694147
"4418","CINCINNATI - KROGER CO",8201,0.166,2.634557
"4419","INDIANAPOLIS - KROGER CO",7011,0.134540519,2.386821
"4420","OKLAHOMA CITY - HOMELAND",3844,0.176276771,2.388137
"4421","SACRAMENTO - RALEYS",1795,0.522,3.854039
"4422","SAN DIEGO - LUCKY",6198,0.3355,2.584382
"4423","SAN DIEGO - RALPHS",1656,0.469,2.652778
"4424","SALT LAKE CITY - SMITHS FOOD",1540,0.336,2.653896
"4425","PHOENIX - SAFEWAY",826,0,3.587167
"4426","PHOENIX - FRY'S FOOD STORE",2358,0,3.586938
"4427","PHOENIX - SMITHS FOOD",1220,0.149,3.490164
"4428","MIAMI - PUBLIX",11130,0.025717703,2.545193
"4429","MIAMI - WINN DIXIE",8273,0,2.542971
"4430","NASHVILLE - KROGER CO",2281,0.083,2.906181
"4431","RALEIGH/GREENSBORO - WINN DIXIE",2095,0.025829957,2.47494
"4432","RALEIGH/GREENSBORO - FOOD LION",3676,0,2.853101
"4433","ALBANY,NY - PRICE CHOPPER",628,0,2.81051
"4434","BALTI/WASH - GIANT FOOD INC",3971,0,3.801813
"4435","BALTI/WASH - SAFEWAY",3968,0,3.986895
"4436","BALTI/WASH - SUPER FRESH",898,0.046318358,4.092428
"4437","MILWAUKEE - KOHLS FOOD STORE",4111,0,3.078326
"4438","NEW ORLEANS - WINN DIXIE",4944,0.05066221,2.392597
"4439","BUFFALO/ROCHESTER - TOPS MARKETS",1656,0.0715,3.208333
"4440","BUFFALO/ROCHESTER - WEGMANS",2391,0.262666667,3.392304
"4441","CHARLOTTE - BI LO",1570,0,2.387261
"4442","CHARLOTTE - HARRIS TEETER",1593,0,2.480226
"4443","CHARLOTTE - WINN DIXIE",3087,0.115072459,2.256884
"4444","CHARLOTTE - FOOD LION",3247,0,2.908531
"4445","HARTFORD - STOP & SHOP",8439,0,2.000118
"4446","JACKSONVILLE,FL - PUBLIX",1418,0.0395,3.195346
"4447","JACKSONVILLE,FL - WINN DIXIE",3181,0,2.65514
"4448","JACKSONVILLE,FL - FOOD LION",1401,0.099737831,2.339757
"4449","LOUISVILLE - KROGER CO",2788,0.020066222,2.477762
"4450","LOUISVILLE - WINN DIXIE",2427,0.109290999,2.360527
"4451","RICHMOND/NORFOLK - FOOD LION",3324,0,3.021059
"4452","RICHMOND/NORFOLK - NEW FARM FRESH",2175,0,2.585287
"4453","COLUMBUS,OH - BIG BEAR",1289,0,3.541505
"4454","COLUMBUS,OH - KROGER CO",3430,0,2.38688
"4455","LITTLE ROCK - HARVEST FOODS",1738,0.014865043,2.434407
"4456","WICHITA - DILLON COMPANIES",938,0,3.691898
"4457","SOUTH CAROLINA - BI LO",7471,0.257,2.386695
"4458","SOUTH CAROLINA - FOOD LION",2735,0,2.536015
"4459","SOUTH CAROLINA - WINN DIXIE",4358,0.405,2.386875
"4460","ORLANDO,FL - PUBLIX",4497,0.1085,2.887481
"4461","ORLANDO,FL - WINN DIXIE",4188,0.173493964,2.743792
"4462","ORLANDO,FL - FOOD LION",818,0.016065405,2.382641
"4463","SYRACUSE - P & C FOOD MARKE",1052,0.35,2.496198
"4464","SYRACUSE - PRICE CHOPPER",378,0,2.862434
"4465","SYRACUSE - WEGMANS",673,0.2252187,3.472511
"4466","NEW ENGLAND (NORTH) - SHOP N SAVE",5586,0,2.106695
"4467","SAN ANT/CORPUS CHR - H E BUTT",12384,0,3.053295
"4468","BIRMINGHAM/MONTGOM - BRUNOS",8678,0.202,2.393178
"4469","BIRMINGHAM/MONTGOM - KROGER",1757,0,2.7251
"4470","BIRMINGHAM/MONTGOM - WINN DIXIE",5296,0.014654699,2.365937
"4471","HARRISBURG/SCRANTN - GIANT FOOD STO",1612,0.173,2.556452
"4472","NEW YORK (NEW) - A & P",3171,0,4.394828
"4473","NEW YORK (NEW) - PATHMARK",2729,0.047628998,4.474166
"4474","NEW YORK (NEW) - WALDBAUMS",1321,0,3.153671
"4475","ROANOKE (NEW) - FOOD LION",1870,0,2.950802
"4476","ROANOKE (NEW) - KROGER CO",5109,0.107860951,2.433549
"4477","LOS ANGELES - LUCKY",9904,0.112,3.605109
"4478","LOS ANGELES - RALPHS",7486,0.195,2.653219
"4479","LOS ANGELES - VONS",27885,0,2.316873
"4480","CHICAGO - DOMINICK",6108,0,3.147348
"4481","CHICAGO - JEWEL",11114,0.019687618,3.177704
"4482","CHICAGO - OMNI",3953,0,2.688085
"4483","HOUSTON - KROGER CO",10371,0,2.746023
"4484","HOUSTON - RANDALLS",4932,0,2.81691
"4485","PITTSBURGH - GIANT EAGLE",2630,0.032,3.327376
"4486","DETROIT - FARMER JACKS",5034,0.028188771,3.345252
"4487","DETROIT - KROGER CO",6243,0,2.467884
"4488","CLEVELAND - STOP N SHOP",2611,0.021348023,3.136346
"4489","ST. LOUIS - NATIONAL SUPER",4750,0.076,3.133684
"4490","ST. LOUIS - SCHNUCK MARKETS",4383,0.079,3.319872
"4491","DALLAS/FT. WORTH - ALBERTSONS",3347,0,3.453839
"4492","DALLAS/FT. WORTH - KROGER CO",4239,0.07614037,2.438783
"4493","DALLAS/FT. WORTH - TOM THUMB",1495,0.1535,2.664883
"4494","DALLAS/FT. WORTH - WINN DIXIE",2494,0.068472434,2.372895
"4495","BOSTON - SHAWS",2191,0,2.458238
"4496","BOSTON - STAR MARKET",677,0,3.137371
"4497","BOSTON - STOP & SHOP",2668,0,2.473013
"4498","SAN FRANCISCO - LUCKY",6240,0.03,3.736378
"4499","TAMPA/ST. PETE - KASH N KARRY",3187,0,2.838092
"4500","TAMPA/ST. PETE - PUBLIX",4345,0.051,3.024856
"4501","TAMPA/ST. PETE - WINN DIXIE",5792,0,2.67058
"4502","DENVER - KING SOOPERS INC",9356,0.123,2.678174
"4503","PHILADELPHIA - ACME MARKET",2393,0.031904277,3.689929
"4504","ATLANTA - KROGER CO",5413,0.044782576,2.532607
"4505","ATLANTA - WINN DIXIE",3291,0,2.68429
"4506","CINCINNATI - KROGER CO",8599,0.166,2.635423
"4507","INDIANAPOLIS - KROGER CO",5807,0.211094456,2.401757
"4508","OKLAHOMA CITY - HOMELAND",3826,0.238335165,2.401464
"4509","SACRAMENTO - RALEYS",2253,0.2615,3.251221
"4510","SAN DIEGO - LUCKY",3221,0.201,3.747283
"4511","SAN DIEGO - RALPHS",1816,0.33,2.653084
"4512","SALT LAKE CITY - SMITHS FOOD",1762,0.336,2.653235
"4513","PHOENIX - SAFEWAY",770,0,3.588312
"4514","PHOENIX - FRY'S FOOD STORE",2206,0,3.586129
"4515","PHOENIX - SMITHS FOOD",973,0.149,3.491264
"4516","MIAMI - PUBLIX",10446,0.006992578,2.547004
"4517","MIAMI - WINN DIXIE",8561,0,2.508352
"4518","NASHVILLE - KROGER CO",3822,0.215,2.386447
"4519","RALEIGH/GREENSBORO - WINN DIXIE",2816,0.035532908,2.400568
"4520","RALEIGH/GREENSBORO - FOOD LION",3824,0,2.825052
"4521","ALBANY,NY - PRICE CHOPPER",792,0,2.609848
"4522","BALTI/WASH - GIANT FOOD INC",4131,0,3.798112
"4523","BALTI/WASH - SAFEWAY",9294,0,2.653217
"4524","BALTI/WASH - SUPER FRESH",1166,0,3.590051
"4525","MILWAUKEE - KOHLS FOOD STORE",2370,0,3.092827
"4526","NEW ORLEANS - WINN DIXIE",5845,0.066080105,2.391446
"4527","BUFFALO/ROCHESTER - TOPS MARKETS",2467,0.05,3.199433
"4528","BUFFALO/ROCHESTER - WEGMANS",29429,0.586,1.871759
"4529","CHARLOTTE - BI LO",1660,0.17,2.386747
"4530","CHARLOTTE - HARRIS TEETER",1871,0,2.478354
"4531","CHARLOTTE - WINN DIXIE",3856,0.115258297,2.258299
"4532","CHARLOTTE - FOOD LION",3116,0,2.938703
"4533","HARTFORD - STOP & SHOP",1881,0,3.394471
"4534","JACKSONVILLE,FL - PUBLIX",1382,0,3.18958
"4535","JACKSONVILLE,FL - WINN DIXIE",3303,0,2.667272
"4536","JACKSONVILLE,FL - FOOD LION",1374,0.453,2.333333
"4537","LOUISVILLE - KROGER CO",4295,0.124646124,2.459139
"4538","LOUISVILLE - WINN DIXIE",2389,0.02240553,2.359565
"4539","RICHMOND/NORFOLK - FOOD LION",3998,0,3.026763
"4540","RICHMOND/NORFOLK - NEW FARM FRESH",2287,0.036978723,2.8662
"4541","COLUMBUS,OH - BIG BEAR",1259,0,3.585385
"4542","COLUMBUS,OH - KROGER CO",3621,0,2.386634
"4543","LITTLE ROCK - HARVEST FOODS",2033,0.018477394,2.49336
"4544","WICHITA - DILLON COMPANIES",1196,0,3.693144
"4545","SOUTH CAROLINA - BI LO",7791,0.257,2.386728
"4546","SOUTH CAROLINA - FOOD LION",3447,0,2.589208
"4547","SOUTH CAROLINA - WINN DIXIE",5513,0.256,2.386722
"4548","ORLANDO,FL - PUBLIX",4292,0.03,2.919618
"4549","ORLANDO,FL - WINN DIXIE",4102,0.273752422,2.588493
"4550","ORLANDO,FL - FOOD LION",840,0.00993242,2.408333
"4551","SYRACUSE - P & C FOOD MARKE",987,0,2.845998
"4552","SYRACUSE - PRICE CHOPPER",383,0,2.882507
